?column?
LEXENTRY:\tALEXANDRA BRIDGE\tALEXANDRA BRIDGE\tWORD,CITY\tDETACH
LEXENTRY:\tALEXANDRA HEADLAND\tALEXANDRA HEADLAND\tWORD,CITY\tDETACH
LEXENTRY:\tALEXANDRA HILLS\tALEXANDRA HILLS\tWORD,CITY\tDETACH
LEXENTRY:\tALEXANDRIA\tALEXANDRIA\tWORD,CITY\tDETACH
LEXENTRY:\tALFORD\tALFORD\tWORD,CITY\tDETACH
LEXENTRY:\tALFORDS POINT\tALFORDS POINT\tWORD,CITY\tDETACH
LEXENTRY:\tALFRED COVE\tALFRED COVE\tWORD,CITY\tDETACH
LEXENTRY:\tALFREDTON\tALFREDTON\tWORD,CITY\tDETACH
LEXENTRY:\tALFREDTOWN\tALFREDTOWN\tWORD,CITY\tDETACH
LEXENTRY:\tALGESTER\tALGESTER\tWORD,CITY\tDETACH
LEXENTRY:\tALICE\tALICE\tWORD,CITY\tDETACH
LEXENTRY:\tALICE CREEK\tALICE CREEK\tWORD,CITY\tDETACH
LEXENTRY:\tALICE RIVER\tALICE RIVER\tWORD,CITY\tDETACH
LEXENTRY:\tALICE SPRINGS\tALICE SPRINGS\tWORD,CITY\tDETACH
LEXENTRY:\tALI CURUNG\tALI CURUNG\tWORD,CITY\tDETACH
LEXENTRY:\tALISON\tALISON\tWORD,CITY\tDETACH
LEXENTRY:\tALKIMOS\tALKIMOS\tWORD,CITY\tDETACH
LEXENTRY:\tALLAMBEE\tALLAMBEE\tWORD,CITY\tDETACH
LEXENTRY:\tALLAMBEE RESERVE\tALLAMBEE RESERVE\tWORD,CITY\tDETACH
LEXENTRY:\tALLAMBEE SOUTH\tALLAMBEE SOUTH\tWORD,CITY\tDETACH
LEXENTRY:\tALLAMBIE HEIGHTS\tALLAMBIE HEIGHTS\tWORD,CITY\tDETACH
LEXENTRY:\tALLAN\tALLAN\tWORD,CITY\tDETACH
LEXENTRY:\tALLANDALE\tALLANDALE\tWORD,CITY\tDETACH
LEXENTRY:\tALLANDALE STATION\tALLANDALE STATION\tWORD,CITY\tDETACH
LEXENTRY:\tALLANOOKA\tALLANOOKA\tWORD,CITY\tDETACH
LEXENTRY:\tALLANS FLAT\tALLANS FLAT\tWORD,CITY\tDETACH
LEXENTRY:\tALLANSFORD\tALLANSFORD\tWORD,CITY\tDETACH
LEXENTRY:\tALLANSON\tALLANSON\tWORD,CITY\tDETACH
LEXENTRY:\tALLAWAH\tALLAWAH\tWORD,CITY\tDETACH
LEXENTRY:\tALLEENA\tALLEENA\tWORD,CITY\tDETACH
LEXENTRY:\tALLENBY GARDENS\tALLENBY GARDENS\tWORD,CITY\tDETACH
LEXENTRY:\tALLENDALE\tALLENDALE\tWORD,CITY\tDETACH
LEXENTRY:\tALLENDALE EAST\tALLENDALE EAST\tWORD,CITY\tDETACH
LEXENTRY:\tALLENDALE NORTH\tALLENDALE NORTH\tWORD,CITY\tDETACH
LEXENTRY:\tALLENS RIVULET\tALLENS RIVULET\tWORD,CITY\tDETACH
LEXENTRY:\tALLENSTOWN\tALLENSTOWN\tWORD,CITY\tDETACH
LEXENTRY:\tALLENVIEW\tALLENVIEW\tWORD,CITY\tDETACH
LEXENTRY:\tALLESTREE\tALLESTREE\tWORD,CITY\tDETACH
LEXENTRY:\tALLGOMERA\tALLGOMERA\tWORD,CITY\tDETACH
LEXENTRY:\tALLIGATOR CREEK\tALLIGATOR CREEK\tWORD,CITY\tDETACH
LEXENTRY:\tALLORA\tALLORA\tWORD,CITY\tDETACH
LEXENTRY:\tALLOWAY\tALLOWAY\tWORD,CITY\tDETACH
LEXENTRY:\tALLWORTH\tALLWORTH\tWORD,CITY\tDETACH
LEXENTRY:\tALLYNBROOK\tALLYNBROOK\tWORD,CITY\tDETACH
LEXENTRY:\tALMA\tALMA\tWORD,CITY\tDETACH
LEXENTRY:\tALMADEN\tALMADEN\tWORD,CITY\tDETACH
LEXENTRY:\tALMA PARK\tALMA PARK\tWORD,CITY\tDETACH
LEXENTRY:\tALMONDS\tALMONDS\tWORD,CITY\tDETACH
LEXENTRY:\tALMURTA\tALMURTA\tWORD,CITY\tDETACH
LEXENTRY:\tALONNAH\tALONNAH\tWORD,CITY\tDETACH
LEXENTRY:\tALOOMBA\tALOOMBA\tWORD,CITY\tDETACH
LEXENTRY:\tALPANA\tALPANA\tWORD,CITY\tDETACH
LEXENTRY:\tALPHA\tALPHA\tWORD,CITY\tDETACH
LEXENTRY:\tALPHINGTON\tALPHINGTON\tWORD,CITY\tDETACH
LEXENTRY:\tALPINE\tALPINE\tWORD,CITY\tDETACH
LEXENTRY:\tALPURRURULAM\tALPURRURULAM\tWORD,CITY\tDETACH
LEXENTRY:\tALSACE\tALSACE\tWORD,CITY\tDETACH
LEXENTRY:\tALSTONVALE\tALSTONVALE\tWORD,CITY\tDETACH
LEXENTRY:\tALSTONVILLE\tALSTONVILLE\tWORD,CITY\tDETACH
LEXENTRY:\tALTONA\tALTONA\tWORD,CITY\tDETACH
LEXENTRY:\tALTONA MEADOWS\tALTONA MEADOWS\tWORD,CITY\tDETACH
LEXENTRY:\tALTONA NORTH\tALTONA NORTH\tWORD,CITY\tDETACH
LEXENTRY:\tALTON DOWNS\tALTON DOWNS\tWORD,CITY\tDETACH
LEXENTRY:\tALTON DOWNS STATION\tALTON DOWNS STATION\tWORD,CITY\tDETACH
LEXENTRY:\tALUMY CREEK\tALUMY CREEK\tWORD,CITY\tDETACH
LEXENTRY:\tALVA\tALVA\tWORD,CITY\tDETACH
LEXENTRY:\tALVIE\tALVIE\tWORD,CITY\tDETACH
LEXENTRY:\tALYANGULA\tALYANGULA\tWORD,CITY\tDETACH
LEXENTRY:\tAMAMOOR\tAMAMOOR\tWORD,CITY\tDETACH
LEXENTRY:\tAMAMOOR CREEK\tAMAMOOR CREEK\tWORD,CITY\tDETACH
LEXENTRY:\tAMAROO\tAMAROO\tWORD,CITY\tDETACH
LEXENTRY:\tAMATA\tAMATA\tWORD,CITY\tDETACH
LEXENTRY:\tAMBANIA\tAMBANIA\tWORD,CITY\tDETACH
LEXENTRY:\tAMBARVALE\tAMBARVALE\tWORD,CITY\tDETACH
LEXENTRY:\tAMBER\tAMBER\tWORD,CITY\tDETACH
LEXENTRY:\tAMBERGATE\tAMBERGATE\tWORD,CITY\tDETACH
LEXENTRY:\tAMBERLEY\tAMBERLEY\tWORD,CITY\tDETACH
LEXENTRY:\tAMBLESIDE\tAMBLESIDE\tWORD,CITY\tDETACH
LEXENTRY:\tAMBROSE\tAMBROSE\tWORD,CITY\tDETACH
LEXENTRY:\tAMBY\tAMBY\tWORD,CITY\tDETACH
LEXENTRY:\tAMELUP\tAMELUP\tWORD,CITY\tDETACH
LEXENTRY:\tAMERICAN BEACH\tAMERICAN BEACH\tWORD,CITY\tDETACH
LEXENTRY:\tAMERICAN RIVER\tAMERICAN RIVER\tWORD,CITY\tDETACH
LEXENTRY:\tAMHERST\tAMHERST\tWORD,CITY\tDETACH
LEXENTRY:\tAMIENS\tAMIENS\tWORD,CITY\tDETACH
LEXENTRY:\tAMITY\tAMITY\tWORD,CITY\tDETACH
LEXENTRY:\tAMOONGUNA\tAMOONGUNA\tWORD,CITY\tDETACH
LEXENTRY:\tAMOR\tAMOR\tWORD,CITY\tDETACH
LEXENTRY:\tAMOSFIELD\tAMOSFIELD\tWORD,CITY\tDETACH
LEXENTRY:\tAMPHITHEATRE\tAMPHITHEATRE\tWORD,CITY\tDETACH
LEXENTRY:\tAMPILATWATJA\tAMPILATWATJA\tWORD,CITY\tDETACH
LEXENTRY:\tAMYTON\tAMYTON\tWORD,CITY\tDETACH
LEXENTRY:\tANABRANCH NORTH\tANABRANCH NORTH\tWORD,CITY\tDETACH
LEXENTRY:\tANABRANCH SOUTH\tANABRANCH SOUTH\tWORD,CITY\tDETACH
LEXENTRY:\tANAKIE\tANAKIE\tWORD,CITY\tDETACH
LEXENTRY:\tANAMA\tANAMA\tWORD,CITY\tDETACH
LEXENTRY:\tANAMBAH\tANAMBAH\tWORD,CITY\tDETACH
LEXENTRY:\tANANGU PITJANTJATJARA YANKUNYTJATJARA\tANANGU PITJANTJATJARA YANKUNYTJATJARA\tWORD,CITY\tDETACH
LEXENTRY:\tANATYE\tANATYE\tWORD,CITY\tDETACH
LEXENTRY:\tANCONA\tANCONA\tWORD,CITY\tDETACH
LEXENTRY:\tANDAMOOKA\tANDAMOOKA\tWORD,CITY\tDETACH
LEXENTRY:\tANDAMOOKA STATION\tANDAMOOKA STATION\tWORD,CITY\tDETACH
LEXENTRY:\tANDERGROVE\tANDERGROVE\tWORD,CITY\tDETACH
LEXENTRY:\tANDERLEIGH\tANDERLEIGH\tWORD,CITY\tDETACH
LEXENTRY:\tANDERSON\tANDERSON\tWORD,CITY\tDETACH
LEXENTRY:\tANDO\tANDO\tWORD,CITY\tDETACH
LEXENTRY:\tANDOVER\tANDOVER\tWORD,CITY\tDETACH
LEXENTRY:\tANDREWS\tANDREWS\tWORD,CITY\tDETACH
LEXENTRY:\tANDREWS FARM\tANDREWS FARM\tWORD,CITY\tDETACH
LEXENTRY:\tANDROMACHE\tANDROMACHE\tWORD,CITY\tDETACH
LEXENTRY:\tANDURAMBA\tANDURAMBA\tWORD,CITY\tDETACH
LEXENTRY:\tANEMBO\tANEMBO\tWORD,CITY\tDETACH
LEXENTRY:\tANGAS PLAINS\tANGAS PLAINS\tWORD,CITY\tDETACH
LEXENTRY:\tANGASTON\tANGASTON\tWORD,CITY\tDETACH
LEXENTRY:\tANGAS VALLEY\tANGAS VALLEY\tWORD,CITY\tDETACH
LEXENTRY:\tANGEPENA\tANGEPENA\tWORD,CITY\tDETACH
LEXENTRY:\tANGLEDALE\tANGLEDALE\tWORD,CITY\tDETACH
LEXENTRY:\tANGLEDOOL\tANGLEDOOL\tWORD,CITY\tDETACH
LEXENTRY:\tANGLE PARK\tANGLE PARK\tWORD,CITY\tDETACH
LEXENTRY:\tANGLERS REACH\tANGLERS REACH\tWORD,CITY\tDETACH
LEXENTRY:\tANGLERS REST\tANGLERS REST\tWORD,CITY\tDETACH
LEXENTRY:\tANGLESEA\tANGLESEA\tWORD,CITY\tDETACH
LEXENTRY:\tANGLE VALE\tANGLE VALE\tWORD,CITY\tDETACH
LEXENTRY:\tANGORIGINA\tANGORIGINA\tWORD,CITY\tDETACH
LEXENTRY:\tANGOURIE\tANGOURIE\tWORD,CITY\tDETACH
LEXENTRY:\tANKETELL\tANKETELL\tWORD,CITY\tDETACH
LEXENTRY:\tANMATJERE\tANMATJERE\tWORD,CITY\tDETACH
LEXENTRY:\tANNA BAY\tANNA BAY\tWORD,CITY\tDETACH
LEXENTRY:\tANNA CREEK\tANNA CREEK\tWORD,CITY\tDETACH
LEXENTRY:\tANNADALE\tANNADALE\tWORD,CITY\tDETACH
LEXENTRY:\tANNANDALE\tANNANDALE\tWORD,CITY\tDETACH
LEXENTRY:\tANNANGROVE\tANNANGROVE\tWORD,CITY\tDETACH
LEXENTRY:\tANNERLEY\tANNERLEY\tWORD,CITY\tDETACH
LEXENTRY:\tANNIEBROOK\tANNIEBROOK\tWORD,CITY\tDETACH
LEXENTRY:\tANNUELLO\tANNUELLO\tWORD,CITY\tDETACH
LEXENTRY:\tANSONS BAY\tANSONS BAY\tWORD,CITY\tDETACH
LEXENTRY:\tANSTEAD\tANSTEAD\tWORD,CITY\tDETACH
LEXENTRY:\tANTECHAMBER BAY\tANTECHAMBER BAY\tWORD,CITY\tDETACH
LEXENTRY:\tANTHONY\tANTHONY\tWORD,CITY\tDETACH
LEXENTRY:\tANTIGUA\tANTIGUA\tWORD,CITY\tDETACH
LEXENTRY:\tANTILL PONDS\tANTILL PONDS\tWORD,CITY\tDETACH
LEXENTRY:\tANTWERP\tANTWERP\tWORD,CITY\tDETACH
LEXENTRY:\tANULA\tANULA\tWORD,CITY\tDETACH
LEXENTRY:\tAPAMURRA\tAPAMURRA\tWORD,CITY\tDETACH
LEXENTRY:\tAPOINGA\tAPOINGA\tWORD,CITY\tDETACH
LEXENTRY:\tAPOLLO BAY\tAPOLLO BAY\tWORD,CITY\tDETACH
LEXENTRY:\tAPPILA\tAPPILA\tWORD,CITY\tDETACH
LEXENTRY:\tAPPIN\tAPPIN\tWORD,CITY\tDETACH
LEXENTRY:\tAPPIN SOUTH\tAPPIN SOUTH\tWORD,CITY\tDETACH
LEXENTRY:\tAPPLEBY\tAPPLEBY\tWORD,CITY\tDETACH
LEXENTRY:\tAPPLECROSS\tAPPLECROSS\tWORD,CITY\tDETACH
LEXENTRY:\tAPPLETHORPE\tAPPLETHORPE\tWORD,CITY\tDETACH
LEXENTRY:\tAPPLE TREE CREEK\tAPPLE TREE CREEK\tWORD,CITY\tDETACH
LEXENTRY:\tAPPLE TREE FLAT\tAPPLE TREE FLAT\tWORD,CITY\tDETACH
LEXENTRY:\tAPPLETREE FLAT\tAPPLETREE FLAT\tWORD,CITY\tDETACH
LEXENTRY:\tAPSLAWN\tAPSLAWN\tWORD,CITY\tDETACH
LEXENTRY:\tAPSLEY\tAPSLEY\tWORD,CITY\tDETACH
LEXENTRY:\tARABLE\tARABLE\tWORD,CITY\tDETACH
LEXENTRY:\tARAKOON\tARAKOON\tWORD,CITY\tDETACH
LEXENTRY:\tARALUEN\tARALUEN\tWORD,CITY\tDETACH
LEXENTRY:\tARAMAC\tARAMAC\tWORD,CITY\tDETACH
LEXENTRY:\tARAMARA\tARAMARA\tWORD,CITY\tDETACH
LEXENTRY:\tARANA HILLS\tARANA HILLS\tWORD,CITY\tDETACH
LEXENTRY:\tARANBANGA\tARANBANGA\tWORD,CITY\tDETACH
LEXENTRY:\tARANDA\tARANDA\tWORD,CITY\tDETACH
LEXENTRY:\tARAPILES\tARAPILES\tWORD,CITY\tDETACH
LEXENTRY:\tARARAT\tARARAT\tWORD,CITY\tDETACH
LEXENTRY:\tARATULA\tARATULA\tWORD,CITY\tDETACH
LEXENTRY:\tARAWATA\tARAWATA\tWORD,CITY\tDETACH
LEXENTRY:\tARBOUIN\tARBOUIN\tWORD,CITY\tDETACH
LEXENTRY:\tARCADIA\tARCADIA\tWORD,CITY\tDETACH
LEXENTRY:\tARCADIA SOUTH\tARCADIA SOUTH\tWORD,CITY\tDETACH
LEXENTRY:\tARCADIA VALE\tARCADIA VALE\tWORD,CITY\tDETACH
LEXENTRY:\tARCADIA VALLEY\tARCADIA VALLEY\tWORD,CITY\tDETACH
LEXENTRY:\tARCHDALE\tARCHDALE\tWORD,CITY\tDETACH
LEXENTRY:\tARCHDALE JUNCTION\tARCHDALE JUNCTION\tWORD,CITY\tDETACH
LEXENTRY:\tARCHER\tARCHER\tWORD,CITY\tDETACH
LEXENTRY:\tARCHERFIELD\tARCHERFIELD\tWORD,CITY\tDETACH
LEXENTRY:\tARCHER RIVER\tARCHER RIVER\tWORD,CITY\tDETACH
LEXENTRY:\tARCHERTON\tARCHERTON\tWORD,CITY\tDETACH
LEXENTRY:\tARCHIES CREEK\tARCHIES CREEK\tWORD,CITY\tDETACH
LEXENTRY:\tARCKARINGA\tARCKARINGA\tWORD,CITY\tDETACH
LEXENTRY:\tARCOONA\tARCOONA\tWORD,CITY\tDETACH
LEXENTRY:\tARCTURUS\tARCTURUS\tWORD,CITY\tDETACH
LEXENTRY:\tARDATH\tARDATH\tWORD,CITY\tDETACH
LEXENTRY:\tARDEER\tARDEER\tWORD,CITY\tDETACH
LEXENTRY:\tARDGLEN\tARDGLEN\tWORD,CITY\tDETACH
LEXENTRY:\tARDING\tARDING\tWORD,CITY\tDETACH
LEXENTRY:\tARDLETHAN\tARDLETHAN\tWORD,CITY\tDETACH
LEXENTRY:\tARDMONA\tARDMONA\tWORD,CITY\tDETACH
LEXENTRY:\tARDROSS\tARDROSS\tWORD,CITY\tDETACH
LEXENTRY:\tARDROSSAN\tARDROSSAN\tWORD,CITY\tDETACH
LEXENTRY:\tAREEGRA\tAREEGRA\tWORD,CITY\tDETACH
LEXENTRY:\tAREYONGA\tAREYONGA\tWORD,CITY\tDETACH
LEXENTRY:\tARGALONG\tARGALONG\tWORD,CITY\tDETACH
LEXENTRY:\tARGENTON\tARGENTON\tWORD,CITY\tDETACH
LEXENTRY:\tARGENTS HILL\tARGENTS HILL\tWORD,CITY\tDETACH
LEXENTRY:\tARGOON\tARGOON\tWORD,CITY\tDETACH
LEXENTRY:\tARGYLE\tARGYLE\tWORD,CITY\tDETACH
LEXENTRY:\tARGYLL\tARGYLL\tWORD,CITY\tDETACH
LEXENTRY:\tARIAH PARK\tARIAH PARK\tWORD,CITY\tDETACH
LEXENTRY:\tARKAROOLA\tARKAROOLA\tWORD,CITY\tDETACH
LEXENTRY:\tARKAROOLA VILLAGE\tARKAROOLA VILLAGE\tWORD,CITY\tDETACH
LEXENTRY:\tARKELL\tARKELL\tWORD,CITY\tDETACH
LEXENTRY:\tARKSTONE\tARKSTONE\tWORD,CITY\tDETACH
LEXENTRY:\tARMADALE\tARMADALE\tWORD,CITY\tDETACH
LEXENTRY:\tARMAGH\tARMAGH\tWORD,CITY\tDETACH
LEXENTRY:\tARMATREE\tARMATREE\tWORD,CITY\tDETACH
LEXENTRY:\tARMIDALE\tARMIDALE\tWORD,CITY\tDETACH
LEXENTRY:\tARMSTRONG\tARMSTRONG\tWORD,CITY\tDETACH
LEXENTRY:\tARMSTRONG BEACH\tARMSTRONG BEACH\tWORD,CITY\tDETACH
LEXENTRY:\tARMSTRONG CREEK\tARMSTRONG CREEK\tWORD,CITY\tDETACH
LEXENTRY:\tARNCLIFFE\tARNCLIFFE\tWORD,CITY\tDETACH
LEXENTRY:\tARNDELL PARK\tARNDELL PARK\tWORD,CITY\tDETACH
LEXENTRY:\tARNO BAY\tARNO BAY\tWORD,CITY\tDETACH
LEXENTRY:\tARNOLD\tARNOLD\tWORD,CITY\tDETACH
LEXENTRY:\tARNOLD WEST\tARNOLD WEST\tWORD,CITY\tDETACH
LEXENTRY:\tAROONA\tAROONA\tWORD,CITY\tDETACH
LEXENTRY:\tARRAWARRA\tARRAWARRA\tWORD,CITY\tDETACH
LEXENTRY:\tARRAWARRA HEADLAND\tARRAWARRA HEADLAND\tWORD,CITY\tDETACH
LEXENTRY:\tARRIGA\tARRIGA\tWORD,CITY\tDETACH
LEXENTRY:\tARRINO\tARRINO\tWORD,CITY\tDETACH
LEXENTRY:\tARROWSMITH\tARROWSMITH\tWORD,CITY\tDETACH
LEXENTRY:\tARROWSMITH EAST\tARROWSMITH EAST\tWORD,CITY\tDETACH
LEXENTRY:\tARTARMON\tARTARMON\tWORD,CITY\tDETACH
LEXENTRY:\tARTHUR RIVER\tARTHUR RIVER\tWORD,CITY\tDETACH
LEXENTRY:\tARTHURS CREEK\tARTHURS CREEK\tWORD,CITY\tDETACH
LEXENTRY:\tARTHURS LAKE\tARTHURS LAKE\tWORD,CITY\tDETACH
LEXENTRY:\tARTHURS SEAT\tARTHURS SEAT\tWORD,CITY\tDETACH
LEXENTRY:\tARTHURTON\tARTHURTON\tWORD,CITY\tDETACH
LEXENTRY:\tARTHURVILLE\tARTHURVILLE\tWORD,CITY\tDETACH
LEXENTRY:\tARUMBERA\tARUMBERA\tWORD,CITY\tDETACH
LEXENTRY:\tARUMPO\tARUMPO\tWORD,CITY\tDETACH
LEXENTRY:\tARUNDEL\tARUNDEL\tWORD,CITY\tDETACH
LEXENTRY:\tASCOT\tASCOT\tWORD,CITY\tDETACH
LEXENTRY:\tASCOT PARK\tASCOT PARK\tWORD,CITY\tDETACH
LEXENTRY:\tASCOT VALE\tASCOT VALE\tWORD,CITY\tDETACH
LEXENTRY:\tASHBOURNE\tASHBOURNE\tWORD,CITY\tDETACH
LEXENTRY:\tASHBURTON\tASHBURTON\tWORD,CITY\tDETACH
LEXENTRY:\tASHBURY\tASHBURY\tWORD,CITY\tDETACH
